utterances,labels
I am all set. Thank you.,default
Hi there! I'm looking for an expensive place to stay that has free wifi. I bet Cambridge has a ton of those.,default
"The area doesn't matter much, but I would like it to be a guesthouse if possible.",default
I'd really rather stay at a guesthouse. Do you have anything in the cheap price range?,default
No not in particular.,default
What is the phone number of the el shaddai?,default
That's not needed. Thank you!,default
Good day to you also Bye.,default
"I'm looking for some type of entertainment in the centre of town, can you tell me what is available?",default
Are there any museums?,default
"Any of those museums will work. Will you select one for me? I need their phone number, please.",default
That's great. I also need some place to eat someplace moderate that serves corsican food.,default
Is there any corsica restaurants in the centre of town? Moderate price range,default
How about one that serves British food then?,default
Yes please. Can I get in on Thursday at 13:30? There will be 3 of us.,default
That sounds wonderful! Thank you so much for your help!,default
"No, I don't need anything else today. Goodbye.",default
I am trying to find a hotel called warkworth house,default
book it for 3 people and 5 nights starting from thursday.,default
Let's try for Friday instead. And I need the reference number please.,default
"Great, that's settled. Thank you for the assistance. Goodbye.",default
I need some information on taking a train from Kings Lynn to Cambridge.,default
"Wednesday, and can you please make sure I get there before 19:00. I don't want to miss Wheel of fortune.",default
Thank you. What is the price for that train with ID TR3677?,default
Thank you. I am also looking for a multiple sports type attraction in the town centre. Can you tell me what is available?,default
what about the type of a museum?,default
Could you please check again. If you find one could I have the postcode please?,default
I think that is all I need. Thank you.,default
I am in ely. I need to figure out how to get to cambridge by train.,default
I need to travel monday and arrive by 20:45,default
"Yes, that works for me. Please go ahead and book it. Thank you!",default
"Just one ticket, I'm also looking for an attraction in the Centre.",default
"I'm looking for a college, actually.",default
Let's look at ones that have no entrance fee please.,default
Yes that sounds good. What is their phone number and postcode?,default
"Thank you, what time did the train depart?",default
"Yes, that'll work. Thank you!",default
"No, but could you please let me know what the travel time of that trip is?",default
"no, thank you for your help.",default
I am looking for a hotel called the El Shaddai in Cambridge.,default
What is the rating of this hotel?,default
"I am also looking for a train, departing norwich, going to cambridge.",default
Friday leaving after 09:15 please,default
Tr2365 will be fine. Book it please.,default
I just need the travel time please,default
"Perfect! That's all I need, thank you.",default
I am looking for a 3 star hotel in Cambridge with free wifi,default
I would like something cheap.,default
How about a hotel with a 4 star rating?,default
Kindly recommend one of the many in the area and send me the address.,default
I also need a place to eat that serves italian food and should be in the same price range as the hotel.,default
The area does not matter.,default
"Yes, I would like to book a table for 3 on Friday at 11:30.",default
"I want to book a taxi from the hotel to the restaurant, that arrives at 11:30.",default
Thank you for the help!,default
